136
AM7	1	0.6285302594	0.7268011527	0.6376080692	0.6351585014	0.6142651297	0.5933717579	0.6044668588	0.5824207493	0.6365994236	0.6721902017	0.659221902	0.6492795389	0.6615273775	0.6860230548	0.6636887608	0.6255043228	0.6141210375	0.7242074928	0.6452449568	0.676945245	0.657925072	0.6322766571	0.6377521614	0.7011527378	0.7229106628	0.6227665706	0.6435158501	0.713832853	0.6806916427	0.6912103746	0.653314121	0.7268011527	0.7386167147	0.6285302594	0.6102305476	0.6770893372	0.8646974063	0.6570605187	0.7004322767	0.7087896254	0.6897694524	0.7353025937	0.7671469741	0.7168587896	0.6733429395	0.7327089337	0.6956772334	0.7221902017	0.634870317	0.7250720461	0.6793948127	0.6775216138	0.7268011527	0.7268011527	0.7530259366	0.7409221902	0.6994236311	0.7015850144	0.7265129683	0.7670028818	0.7670028818	0.7670028818	0.7180115274	0.669740634	0.6897694524	0.6956772334	0.655907781	0.6955331412	0.6956772334	0.6956772334	0.6759365994	0.7125360231	0.7110951009	0.7536023055	0.7040345821	0.7121037464	0.6662824207	0.6436599424	0.7167146974	0.6714697406	0.6671469741	0.7655619597	0.6540345821	0.6688760807	0.6172910663	0.6639769452	0.7365994236	0.7304034582	0.6397694524	0.6619596542	0.6227665706	0.6851585014	0.6149855908	0.6439481268	0.6139769452	0.7037463977	0.6621037464	0.7242074928	0.742795389	0.6213256484	0.5971181556	0.5906340058	0.5801152738	0.6648414986	0.6185878963	0.6282420749	0.6567723343	0.6417867435	0.6433717579	0.6577809798	0.6695965418	0.6386167147	0.6665706052	0.646685879	0.7233429395	0.6080691643	0.640778098	0.626945245	0.7011527378	0.6194524496	0.6443804035	0.590778098	0.607204611	0.5962536023	0.6946685879	0.6880403458	0.6017291066	0.6259365994	0.5832853026	0.7165706052	0.6321325648	0.6561959654	0.6102305476	0.7027377522	0.7446685879
AM11	0.6285302594	1	0.6296829971	0.7465417867	0.7426512968	0.6208933718	0.6063400576	0.5825648415	0.6461095101	0.6106628242	0.5868876081	0.6056195965	0.5734870317	0.5897694524	0.6419308357	0.5561959654	0.596685879	0.657925072	0.6340057637	0.6037463977	0.588184438	0.5665706052	0.6109510086	0.5974063401	0.686167147	0.6306916427	0.6273775216	0.7573487032	0.6262247839	0.6207492795	0.6338616715	0.6599423631	0.6296829971	0.6377521614	0.9325648415	0.6384726225	0.6675792507	0.6309798271	0.6097982709	0.645389049	0.6185878963	0.6439481268	0.6096541787	0.6438040346	0.6246397695	0.6502881844	0.615129683	0.6195965418	0.6112391931	0.6749279539	0.613832853	0.5998559078	0.5997118156	0.6265129683	0.6265129683	0.6141210375	0.6167146974	0.6412103746	0.6295389049	0.6293948127	0.6165706052	0.6165706052	0.6165706052	0.6344380403	0.6521613833	0.5969740634	0.5965417867	0.6397694524	0.5963976945	0.5965417867	0.5965417867	0.6015850144	0.6139769452	0.6304034582	0.6334293948	0.6357348703	0.630259366	0.6377521614	0.6309798271	0.6193083573	0.6446685879	0.6389048991	0.6208933718	0.6061959654	0.6328530259	0.6037463977	0.6792507205	0.6057636888	0.6393371758	0.5688760807	0.6080691643	0.6213256484	0.6425072046	0.6135446686	0.5903458213	0.6148414986	0.6077809798	0.6171469741	0.6340057637	0.6053314121	0.6060518732	0.621037464	0.6122478386	0.630259366	0.5919308357	0.5880403458	0.6089337176	0.6069164265	0.5974063401	0.5649855908	0.6110951009	0.6456772334	0.569740634	0.5757925072	0.6086455331	0.6325648415	0.6097982709	0.6067723343	0.6603746398	0.6	0.6168587896	0.6265129683	0.5809798271	0.6778097983	0.5930835735	0.6272334294	0.6038904899	0.639481268	0.6541786744	0.660518732	0.6191642651	0.6157060519	0.6198847262	0.6004322767	0.6327089337	0.6328530259
AM12	0.7268011527	0.6296829971	1	0.6419308357	0.609221902	0.631556196	0.6195965418	0.6004322767	0.5890489914	0.6054755043	0.6159942363	0.6525936599	0.6357348703	0.6194524496	0.6822766571	0.6262247839	0.6131123919	0.6648414986	0.6910662824	0.6109510086	0.6625360231	0.6452449568	0.6069164265	0.6285302594	0.730259366	0.6984149856	0.6498559078	0.6501440922	0.721037464	0.6956772334	0.6796829971	0.7057636888	1	0.7636887608	0.6409221902	0.5874639769	0.6851585014	0.7208933718	0.6956772334	0.7350144092	0.7655619597	0.6681556196	0.7557636888	0.7832853026	0.7024495677	0.6992795389	0.6773775216	0.7340057637	0.8144092219	0.6270893372	0.8172910663	0.680259366	0.6775216138	0.7296829971	0.7296829971	0.8671469741	0.8896253602	0.8536023055	0.692074928	0.7864553314	0.7955331412	0.7955331412	0.7955331412	0.6972622478	0.674351585	0.7050432277	0.6772334294	0.6818443804	0.6773775216	0.6772334294	0.6772334294	0.7070605187	0.696685879	0.8203170029	0.7417867435	0.7853025937	0.8213256484	0.6734870317	0.6600864553	0.6867435159	0.6374639769	0.6452449568	0.703314121	0.6479827089	0.7048991354	0.5959654179	0.6818443804	0.7521613833	0.7681556196	0.639481268	0.6703170029	0.6521613833	0.6817002882	0.6455331412	0.6404899135	0.6448126801	0.7729106628	0.6370317003	0.6910662824	0.8280979827	0.65129683	0.6567723343	0.6214697406	0.6017291066	0.642074928	0.6076368876	0.6305475504	0.6337175793	0.6357348703	0.6231988473	0.6390489914	0.7090778098	0.6328530259	0.6317002882	0.6083573487	0.6976945245	0.6265129683	0.6690201729	0.6419308357	0.7100864553	0.6321325648	0.6368876081	0.5916426513	0.6504322767	0.6170028818	0.6753602305	0.6263688761	0.6100864553	0.6682997118	0.5853025937	0.7087896254	0.6995677233	0.6801152738	0.610518732	0.6952449568	0.7645533141
AM14	0.6376080692	0.7465417867	0.6419308357	1	0.7566282421	0.6501440922	0.6370317003	0.5582132565	0.6203170029	0.6128242075	0.6233429395	0.6311239193	0.5880403458	0.6351585014	0.6547550432	0.5842939481	0.6037463977	0.6632564841	0.661815562	0.6220461095	0.6015850144	0.5759365994	0.6200288184	0.6056195965	0.7134005764	0.6368876081	0.6644092219	0.9358789625	0.5978386167	0.6131123919	0.6737752161	0.640778098	0.6419308357	0.6721902017	0.7574927954	0.6195965418	0.6610951009	0.6495677233	0.6139769452	0.6706051873	0.646685879	0.657925072	0.6190201729	0.6491354467	0.6438040346	0.6337175793	0.5945244957	0.5998559078	0.6272334294	0.6935158501	0.6298270893	0.6014409222	0.603314121	0.6583573487	0.6583573487	0.6260806916	0.6292507205	0.6485590778	0.6276657061	0.6041786744	0.6216138329	0.6216138329	0.6216138329	0.6622478386	0.6943804035	0.6002881844	0.6038904899	0.6773775216	0.6037463977	0.6038904899	0.6038904899	0.6005763689	0.6144092219	0.6198847262	0.6482708934	0.6214697406	0.6206051873	0.6024495677	0.6219020173	0.6433717579	0.6825648415	0.6698847262	0.623054755	0.6037463977	0.624351585	0.5621037464	0.6929394813	0.6255043228	0.6570605187	0.5865994236	0.6324207493	0.6378962536	0.6550432277	0.6180115274	0.5634005764	0.5821325648	0.6203170029	0.6262247839	0.661815562	0.6227665706	0.5814121037	0.6165706052	0.6195965418	0.5891930836	0.6263688761	0.6017291066	0.5989913545	0.5868876081	0.6194524496	0.5956772334	0.6135446686	0.6662824207	0.5825648415	0.5845821326	0.5874639769	0.6376080692	0.5837175793	0.6167146974	0.6219020173	0.5742074928	0.6262247839	0.6038904899	0.5422190202	0.6744956772	0.6085014409	0.5988472622	0.5858789625	0.6347262248	0.6304034582	0.6491354467	0.5913544669	0.586167147	0.6275216138	0.6	0.655907781	0.6644092219
AM17	0.6351585014	0.7426512968	0.609221902	0.7566282421	1	0.5834293948	0.6429394813	0.6067723343	0.6599423631	0.621037464	0.6217579251	0.6474063401	0.6	0.628962536	0.6413544669	0.6040345821	0.619740634	0.6775216138	0.623054755	0.6406340058	0.6109510086	0.5925072046	0.6141210375	0.6296829971	0.6792507205	0.636167147	0.646685879	0.7674351585	0.6161383285	0.6305475504	0.6367435159	0.6414985591	0.609221902	0.6435158501	0.7414985591	0.668443804	0.6770893372	0.6511527378	0.6521613833	0.6479827089	0.610518732	0.6393371758	0.6087896254	0.6634005764	0.6263688761	0.619740634	0.5805475504	0.6178674352	0.6181556196	0.6720461095	0.6207492795	0.6053314121	0.607204611	0.6109510086	0.6109510086	0.6129682997	0.5997118156	0.6342939481	0.6136887608	0.6270893372	0.6350144092	0.6350144092	0.6350144092	0.6234870317	0.6734870317	0.6301152738	0.6435158501	0.6844380403	0.6433717579	0.6435158501	0.6435158501	0.6517291066	0.6229106628	0.6211815562	0.639481268	0.6250720461	0.6219020173	0.6100864553	0.6505763689	0.6129682997	0.6766570605	0.6708933718	0.6171469741	0.6367435159	0.6103746398	0.6037463977	0.6755043228	0.6028818444	0.6286743516	0.5847262248	0.6317002882	0.6201729107	0.6422190202	0.5988472622	0.5909221902	0.5831412104	0.6175792507	0.6229106628	0.623054755	0.5963976945	0.6201729107	0.6239193084	0.6182997118	0.6244956772	0.6262247839	0.6148414986	0.6152737752	0.6201729107	0.6308357349	0.59870317	0.6162824207	0.6471181556	0.6083573487	0.5853025937	0.5876080692	0.6345821326	0.5829971182	0.6177233429	0.654610951	0.6345821326	0.6142651297	0.6	0.5772334294	0.6152737752	0.621037464	0.6116714697	0.5770893372	0.669740634	0.5997118156	0.6317002882	0.5932276657	0.5984149856	0.6305475504	0.5975504323	0.6465417867	0.6371757925
AM27	0.6142651297	0.6208933718	0.631556196	0.6501440922	0.5834293948	1	0.5681556196	0.5628242075	0.5508645533	0.5528818444	0.6080691643	0.6020172911	0.5860230548	0.5945244957	0.6008645533	0.5793948127	0.5567723343	0.5897694524	0.6612391931	0.5540345821	0.5770893372	0.5672910663	0.5612391931	0.6174351585	0.6834293948	0.6037463977	0.6672910663	0.6387608069	0.6667146974	0.5906340058	0.6259365994	0.6347262248	0.631556196	0.6540345821	0.6050432277	0.5391930836	0.6141210375	0.618443804	0.5946685879	0.6377521614	0.6060518732	0.6020172911	0.6314121037	0.6145533141	0.6262247839	0.6504322767	0.6043227666	0.6442363112	0.6171469741	0.6456772334	0.619740634	0.5988472622	0.6018731988	0.6514409222	0.6514409222	0.6157060519	0.6036023055	0.6157060519	0.5804034582	0.6134005764	0.621037464	0.621037464	0.621037464	0.6628242075	0.6900576369	0.5922190202	0.589481268	0.6721902017	0.5893371758	0.589481268	0.589481268	0.5731988473	0.5876080692	0.6149855908	0.659221902	0.619740634	0.6142651297	0.5655619597	0.5685878963	0.5943804035	0.5886167147	0.5903458213	0.6025936599	0.6031700288	0.626945245	0.5932276657	0.6157060519	0.6038904899	0.6397694524	0.5889048991	0.6583573487	0.6540345821	0.6005763689	0.6093659942	0.6423631124	0.6461095101	0.6266570605	0.6296829971	0.6612391931	0.6400576369	0.557204611	0.5721902017	0.6167146974	0.5597982709	0.6162824207	0.5948126801	0.5672910663	0.640778098	0.5938040346	0.5818443804	0.6391930836	0.6648414986	0.5897694524	0.575648415	0.5845821326	0.6030259366	0.6087896254	0.6308357349	0.6224783862	0.5404899135	0.6273775216	0.6001440922	0.5626801153	0.7010086455	0.6010086455	0.6360230548	0.6331412104	0.5753602305	0.7295389049	0.6586455331	0.6103746398	0.5786743516	0.626945245	0.6429394813	0.6561959654	0.6606628242
AM30	0.5933717579	0.6063400576	0.6195965418	0.6370317003	0.6429394813	0.5681556196	1	0.6387608069	0.8265129683	0.6455331412	0.6811239193	0.6629682997	0.6556195965	0.6791066282	0.6047550432	0.6524495677	0.6693083573	0.6291066282	0.5829971182	0.6731988473	0.6239193084	0.653314121	0.6250720461	0.6276657061	0.6628242075	0.6177233429	0.5778097983	0.6172910663	0.5887608069	0.6198847262	0.592074928	0.6008645533	0.6195965418	0.5812680115	0.6193083573	0.6295389049	0.6036023055	0.6030259366	0.6608069164	0.5860230548	0.5880403458	0.5831412104	0.6116714697	0.613832853	0.6082132565	0.5868876081	0.6030259366	0.6152737752	0.623054755	0.578962536	0.625648415	0.6200288184	0.618443804	0.6	0.6	0.5870317003	0.5887608069	0.6043227666	0.5860230548	0.6080691643	0.6237752161	0.6237752161	0.6237752161	0.5851585014	0.6063400576	0.6171469741	0.613832853	0.5988472622	0.6139769452	0.613832853	0.613832853	0.6286743516	0.5923631124	0.6278097983	0.5838616715	0.6069164265	0.6276657061	0.6005763689	0.6404899135	0.6144092219	0.6106628242	0.6172910663	0.5914985591	0.6188760807	0.5936599424	0.6389048991	0.6311239193	0.5795389049	0.5978386167	0.65129683	0.6438040346	0.6504322767	0.6047550432	0.6198847262	0.6459654179	0.6134005764	0.6167146974	0.6341498559	0.5829971182	0.603314121	0.6322766571	0.653314121	0.7255043228	0.7311239193	0.6847262248	0.6505763689	0.6636887608	0.6155619597	0.6634005764	0.6782420749	0.6231988473	0.69870317	0.676945245	0.6631123919	0.6325648415	0.6161383285	0.6155619597	0.6223342939	0.6030259366	0.6285302594	0.5932276657	0.6083573487	0.6507204611	0.5694524496	0.7665706052	0.6021613833	0.5825648415	0.6694524496	0.5634005764	0.5766570605	0.6162824207	0.6606628242	0.6432276657	0.5938040346	0.6442363112	0.5884726225
AM32	0.6044668588	0.5825648415	0.6004322767	0.5582132565	0.6067723343	0.5628242075	0.6387608069	1	0.6367435159	0.6768011527	0.6426512968	0.6412103746	0.707925072	0.6570605187	0.6377521614	0.7476945245	0.6711815562	0.6240634006	0.5736311239	0.6923631124	0.6485590778	0.7188760807	0.6402017291	0.6433717579	0.6286743516	0.6377521614	0.5476945245	0.5603746398	0.6327089337	0.6324207493	0.6063400576	0.5998559078	0.6004322767	0.5759365994	0.5886167147	0.6642651297	0.6331412104	0.5795389049	0.6537463977	0.5530259366	0.5801152738	0.6069164265	0.5925072046	0.5863112392	0.5942363112	0.6172910663	0.6048991354	0.6390489914	0.626945245	0.5900576369	0.6240634006	0.5847262248	0.5840057637	0.5727665706	0.5727665706	0.5883285303	0.5716138329	0.5785302594	0.6129682997	0.6422190202	0.5968299712	0.5968299712	0.5968299712	0.5766570605	0.6038904899	0.6619596542	0.5828530259	0.5989913545	0.5827089337	0.5828530259	0.5828530259	0.6576368876	0.5942363112	0.611815562	0.5909221902	0.6399135447	0.6113832853	0.631556196	0.6406340058	0.5626801153	0.6001440922	0.5975504323	0.569740634	0.6268011527	0.6125360231	0.6612391931	0.6399135447	0.5655619597	0.5855907781	0.6825648415	0.6220461095	0.6329971182	0.6386167147	0.6370317003	0.6449567723	0.630259366	0.6237752161	0.6334293948	0.5736311239	0.6172910663	0.6701729107	0.6220461095	0.6786743516	0.6511527378	0.6782420749	0.6564841499	0.6851585014	0.6675792507	0.6583573487	0.7216138329	0.6325648415	0.6518731988	0.7073487032	0.6972622478	0.6641210375	0.6367435159	0.6471181556	0.5706051873	0.5976945245	0.6566282421	0.5858789625	0.592074928	0.6975504323	0.5514409222	0.7102305476	0.6429394813	0.5991354467	0.6231988473	0.5698847262	0.5566282421	0.6187319885	0.6149855908	0.6318443804	0.5821325648	0.6106628242	0.5791066282
AM40	0.5824207493	0.6461095101	0.5890489914	0.6203170029	0.6599423631	0.5508645533	0.8265129683	0.6367435159	1	0.6109510086	0.6306916427	0.6007204611	0.609221902	0.6312680115	0.5851585014	0.6175792507	0.6145533141	0.6498559078	0.5838616715	0.6391930836	0.5876080692	0.625648415	0.5945244957	0.6161383285	0.6492795389	0.5828530259	0.5536023055	0.6187319885	0.5878962536	0.6141210375	0.5776657061	0.616426513	0.5890489914	0.5982708934	0.6642651297	0.645389049	0.6182997118	0.6139769452	0.6576368876	0.6001440922	0.5909221902	0.5992795389	0.5819884726	0.6031700288	0.6018731988	0.6246397695	0.6301152738	0.6175792507	0.6103746398	0.6141210375	0.6097982709	0.6298270893	0.6291066282	0.5714697406	0.5714697406	0.5723342939	0.5717579251	0.6074927954	0.6061959654	0.6193083573	0.6018731988	0.6018731988	0.6018731988	0.5860230548	0.6172910663	0.6191642651	0.6178674352	0.6129682997	0.6180115274	0.6178674352	0.6178674352	0.6367435159	0.5906340058	0.6076368876	0.5925072046	0.6126801153	0.6074927954	0.6115273775	0.6459654179	0.5913544669	0.6311239193	0.6337175793	0.5871757925	0.6200288184	0.6043227666	0.6365994236	0.6121037464	0.5801152738	0.5897694524	0.6207492795	0.6285302594	0.6066282421	0.5854466859	0.613832853	0.6347262248	0.6280979827	0.6103746398	0.6309798271	0.5838616715	0.5793948127	0.6363112392	0.6426512968	0.6646974063	0.723054755	0.6556195965	0.6286743516	0.6314121037	0.6308357349	0.6262247839	0.6278097983	0.6206051873	0.6828530259	0.6331412104	0.6331412104	0.644092219	0.5804034582	0.6265129683	0.6260806916	0.6373198847	0.639481268	0.6053314121	0.6282420749	0.6478386167	0.6167146974	0.695389049	0.6203170029	0.6194524496	0.7340057637	0.6144092219	0.6141210375	0.6433717579	0.6675792507	0.6265129683	0.6064841499	0.628962536	0.5939481268
AM43	0.6365994236	0.6106628242	0.6054755043	0.6128242075	0.621037464	0.5528818444	0.6455331412	0.6768011527	0.6109510086	1	0.724351585	0.7229106628	0.7694524496	0.7301152738	0.6719020173	0.755907781	0.7433717579	0.621037464	0.5985590778	0.8674351585	0.6804034582	0.7613832853	0.6406340058	0.630259366	0.6498559078	0.6629682997	0.5824207493	0.6331412104	0.5801152738	0.6253602305	0.6266570605	0.5677233429	0.6054755043	0.5878962536	0.6040345821	0.6096541787	0.6082132565	0.6131123919	0.6383285303	0.5822766571	0.6229106628	0.6082132565	0.6229106628	0.6060518732	0.6102305476	0.5632564841	0.6387608069	0.5873198847	0.6204610951	0.5864553314	0.6190201729	0.6295389049	0.6288184438	0.6025936599	0.6025936599	0.6314121037	0.6172910663	0.6074927954	0.6082132565	0.6011527378	0.6182997118	0.6182997118	0.6182997118	0.5998559078	0.5841498559	0.6185878963	0.6386167147	0.5939481268	0.6384726225	0.6386167147	0.6386167147	0.6211815562	0.6162824207	0.594092219	0.6195965418	0.595389049	0.5939481268	0.6086455331	0.6298270893	0.6279538905	0.6239193084	0.6132564841	0.6404899135	0.5842939481	0.6233429395	0.6244956772	0.5936599424	0.6426512968	0.594092219	0.7547550432	0.6221902017	0.6282420749	0.6716138329	0.609221902	0.6108069164	0.607925072	0.6386167147	0.6125360231	0.5985590778	0.6027377522	0.625648415	0.6037463977	0.6609510086	0.6570605187	0.7314121037	0.6773775216	0.7011527378	0.6435158501	0.6971181556	0.7494236311	0.6070605187	0.6641210375	0.7564841499	0.7576368876	0.7247838617	0.6619596542	0.6161383285	0.5923631124	0.5912103746	0.6239193084	0.5912103746	0.5904899135	0.6170028818	0.5746397695	0.6832853026	0.6874639769	0.6157060519	0.6109510086	0.5708933718	0.5723342939	0.6255043228	0.6085014409	0.6305475504	0.5984149856	0.6511527378	0.5896253602
